name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,style,course_type,complexity,season,type
Sriracha Snap Peas with Red Pepper,14.0,"[sparkling water, white wine]",[spoon],hot,"[kidney-friendly, keto-friendly, vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher, immuno-supportive]",[balanced],['oil'],[sour],299.9963977017438,modern,starter,low,['summer'],vegetable
Sprite Chicken – Crockpot Weeknight Dinner,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[high-protein],"['salt', 'sugar']","[sweet, umami, salty]",2391.35,regional,main_course,low,['winter'],poultry
Beer Pizza Crust,105.0,"[sparkling water, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]","[low-fat, low-sodium]","['leavening', 'oil', 'salt']",[salty],1606.324819342572,classic,starter,high,"['spring', 'summer', 'autumn', 'winter']",bread
Chicken Noodle Soup,28.0,"[red wine, white wine]",[spoon],hot,"[mediterranean, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['carrots', 'oil', 'onion', 'pepper', 'salt']","[salty, umami]",2488.87232867305,fusion,starter,low,['autumn'],soup
Herb Pork Pinwheels with Apple Butter and Chevre,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[low-carb],"['oil', 'pepper', 'salt']","[umami, fatty, salty]",2013.240125208561,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",meat
Make Ahead Sausage Egg Breakfast Casserole,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['egg', 'milk', 'pepper', 'salt']","[salty, umami, fatty]",3019.0205256000004,classical,main_course,high,['winter'],egg
for Armenian Nutmeg Cake-Daring Bakers,56.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'leavening']","[fatty, salty]",3969.690000000001,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
Recipe: Savory Caraway Crisps,140.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, low-sodium]","['butter', 'flour', 'leavening', 'milk', 'salt']",[neutral],272.4933741682693,sibarita,starter,medium,['autumn'],snack
Banana Smoothie Pancakes,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]","[balanced, low-sodium]","['egg', 'leavening', 'milk']",[sweet],800.0625,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Carrot Rainbow salad with Mung,14.0,"[sparkling water, white wine]",[fork],cold,"[vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['carrots', 'cilantro', 'oil', 'salt']",[sour],454.1917233333334,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']",salad
Vanilla Cream Pie with Chocolate Ganache B,49.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'flour', 'milk', 'sugar', 'vanilla']",[fatty],4024.034844,fusion,dessert,medium,['autumn'],cream
Grilled Salmon and Parmesan Zucchini Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, egg-free, peanut-free, tree-nut-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cheese', 'garlic', 'oil', 'pepper', 'salt']","[salty, sour, umami]",5293.03840468629,classic,main_course,high,['winter'],pasta
Pecan And Pear Upside-Down Cake,35.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'leavening', 'milk', 'vanilla']","[sweet, fatty]",4746.4258018009605,sibarita,dessert,low,"['spring', 'summer']",fruit
Raisin Breakfast Bread (Cramique),28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'milk', 'salt', 'sugar']","[sweet, fatty]",1867.8486616125,regional,starter,low,['autumn'],bread
Crispy Chickpeas,21.0,"[sparkling water, white wine]","[fork, knife]",hot,"[kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['cumin', 'garlic', 'oil', 'pepper', 'salt']","[salty, fatty]",1520.8670386000003,classic,starter,low,['winter'],legume
Brunswick Stew,31.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[high-fiber],"['onion', 'salt', 'sugar']","[sweet, salty, sour]",3762.4637748027576,modern,main_course,low,['winter'],soup
Breakfast Recipe: Cranberry Muffins with 7-Minute Marmalade,42.0,"[red wine, white wine]",[],warm,"[low potassium, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",3548.6224999986352,fusion,dessert,low,['spring'],fruit
100 Percent Whole Wheat Bread,7.0,"[red wine, white wine]","[fork, knife]",hot,[],[high-fiber],"['honey', 'oil', 'salt', 'water']","[salty, umami, fatty]",3361.0459999983614,classic,starter,low,"['spring', 'summer', 'autumn', 'winter']",bread
Glazed Chocolate Chunk Cream Cheese Banana Bread,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cream', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",5159.026262231564,sibarita,dessert,high,['winter'],bread
Cream Cheese Pineapple Pie,21.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],['cream'],[fatty],2142.06016201504,classical,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
Honey Cornbread Muffins,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'honey', 'leavening', 'salt', 'sugar']","[sweet, salty]",2384.522999999524,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Curried Squash Soup,21.0,"[red wine, white wine]",[spoon],hot,"[mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['cilantro', 'cream', 'flour', 'garlic', 'onion', 'salt']",[salty],1516.962352755,modern,starter,low,['spring'],soup
Pineapple Sweet and Sour Chicken (Easy and Delicious!),14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[balanced],"['salt', 'sugar']","[salty, fatty, sweet]",2719.077,classic,main_course,low,"['spring', 'summer', 'autumn', 'winter']",poultry
Peanut Butter Cookies,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, dairy-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[high-fiber],"['egg', 'honey', 'leavening', 'oil', 'salt', 'vanilla']","[sweet, fatty, salty]",5381.798,regional,dessert,low,['summer'],snack
Flaky Old Fashioned Biscuits,35.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['flour', 'leavening', 'milk', 'salt', 'sugar']",[fatty],1718.3196666661909,classic,dessert,medium,['winter'],snack
Donnies Italian Style Meatballs,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]","[high-protein, low-carb]","['egg', 'garlic', 'onion', 'water']",[umami],800.523081,modern,main_course,medium,['autumn'],meat
Recipe: Dutch Oven Chicken Pot Pie,21.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[],"['cream', 'flour', 'leavening', 'salt']",[fatty],1916.6229999999591,regional,dessert,high,['winter'],poultry
Zucchini Pasta Salad with Parmesan (for Atkins Diet Phase 1),7.0,"[red wine, herbal tea]",[fork],cold,"[keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[low-carb],"['lemon', 'oil', 'pepper', 'salt']",[sour],368.15401553515625,fusion,starter,medium,"['spring', 'summer', 'autumn', 'winter']",salad
Onion & Dill Bread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar']","[fatty, salty]",2416.253104998434,classical,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Turkey Stuffed Peppers,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['garlic', 'salt']","[salty, sour]",1624.6585955000633,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",poultry
Sweet and Spicy Sautéed Kale Stems,14.0,"[red wine, white wine]",[spoon],hot,"[kidney-friendly, keto-friendly, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['oil', 'onion', 'salt']",[sour],218.3160000000045,sibarita,starter,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Chicken Puff,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'cream', 'milk', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",1756.2260413125,classical,starter,high,"['spring', 'summer', 'autumn', 'winter']",poultry
Creamy Fruit Bowl,42.0,"[red wine, herbal tea]","[fork, knife]",hot,"[kidney-friendly, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[low-sodium],"['butter', 'salt', 'sugar']",[sour],2085.852594855,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Garlic Parmesan Bacon Potatoes,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, immuno-supportive]",[high-fiber],"['butter', 'cheese', 'garlic', 'parsley', 'pepper', 'salt']","[salty, sour, fatty]",2786.5833263380696,sibarita,starter,medium,"['spring', 'summer', 'autumn', 'winter']",meat
Spaghetti with Browned Butter and Myzithra Cheese,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[],"['butter', 'parsley']",[fatty],4658.908692700001,classical,main_course,high,['winter'],pasta
Tropical Pineapple Muffins,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['leavening', 'oil', 'salt', 'sugar']","[fatty, salty]",2683.755333344493,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
"Semi-Healthy, Corn Syrup-Free Caramel Corn",14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'leavening', 'salt', 'water']","[sweet, fatty, salty]",3771.525,classical,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
